,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,"(103, 155)","(69, 4)","(33, 23)","(33, 140)","(68, 144)","(114, 104)","(126, 139)","(33, 140)","(33, 132)","(124, 104)","(27, 34)","(103, 12)","(104, 78)","(1, 104)","(33, 158)","(141, 69)","(48, 69)","(3, 104)","(138, 102)","(103, 28)","(93, 34)","(33, 155)","(104, 41)","(71, 139)","(100, 103)","(138, 18)","(43, 104)","(138, 157)","(126, 69)","(76, 104)","(33, 75)","(64, 139)","(76, 69)","(33, 1)","(165, 69)","(53, 34)","(138, 116)","(103, 11)","(103, 15)","(11, 69)","(33, 133)","(104, 49)","(138, 132)","(62, 138)","(138, 39)","(65, 139)","(139, 19)","(43, 33)","(138, 84)","(103, 44)"
1,"(103, 157)","(68, 4)","(33, 22)","(33, 140)","(68, 142)","(113, 104)","(125, 139)","(33, 140)","(33, 131)","(124, 104)","(28, 34)","(103, 12)","(103, 77)","(0, 104)","(33, 158)","(142, 69)","(48, 69)","(3, 104)","(138, 103)","(103, 29)","(93, 34)","(33, 154)","(103, 41)","(71, 139)","(102, 103)","(138, 18)","(42, 104)","(138, 157)","(128, 69)","(77, 104)","(33, 74)","(63, 139)","(74, 69)","(33, 1)","(167, 69)","(54, 34)","(138, 117)","(103, 11)","(103, 17)","(13, 69)","(33, 133)","(103, 50)","(138, 133)","(61, 139)","(138, 40)","(65, 139)","(138, 20)","(45, 33)","(138, 85)","(103, 45)"
2,"(103, 158)","(68, 3)","(33, 21)","(33, 140)","(68, 140)","(112, 104)","(125, 139)","(33, 140)","(33, 129)","(122, 104)","(28, 34)","(103, 12)","(103, 76)","(0, 104)","(33, 158)","(143, 69)","(50, 69)","(3, 104)","(137, 104)","(103, 30)","(94, 34)","(33, 154)","(103, 41)","(69, 139)","(102, 104)","(138, 18)","(41, 104)","(138, 159)","(130, 69)","(78, 104)","(33, 74)","(63, 139)","(73, 69)","(33, 0)","(168, 69)","(55, 34)","(138, 117)","(103, 11)","(103, 19)","(13, 69)","(33, 133)","(103, 52)","(138, 135)","(61, 139)","(138, 41)","(65, 139)","(138, 20)","(46, 34)","(138, 87)","(103, 45)"
3,"(103, 159)","(68, 3)","(33, 20)","(33, 140)","(68, 140)","(112, 104)","(125, 139)","(33, 140)","(33, 129)","(122, 104)","(28, 34)","(103, 12)","(103, 75)","(0, 104)","(33, 158)","(145, 69)","(52, 69)","(3, 104)","(136, 104)","(103, 32)","(95, 34)","(33, 154)","(103, 41)","(67, 139)","(103, 105)","(138, 18)","(40, 104)","(138, 160)","(131, 69)","(80, 104)","(33, 73)","(63, 139)","(73, 69)","(33, 0)","(169, 69)","(55, 34)","(138, 119)","(103, 11)","(103, 20)","(14, 69)","(33, 133)","(103, 54)","(138, 137)","(60, 139)","(138, 41)","(64, 139)","(138, 21)","(46, 34)","(138, 87)","(103, 46)"
4,"(103, 160)","(68, 3)","(33, 18)","(33, 140)","(68, 140)","(111, 104)","(124, 139)","(33, 140)","(33, 129)","(120, 104)","(29, 34)","(103, 14)","(103, 74)","(0, 104)","(33, 158)","(146, 69)","(52, 69)","(3, 104)","(134, 104)","(103, 32)","(96, 34)","(33, 152)","(103, 42)","(67, 139)","(103, 106)","(138, 18)","(40, 104)","(138, 161)","(132, 69)","(81, 104)","(33, 73)","(63, 139)","(71, 69)","(33, 0)","(169, 69)","(57, 34)","(138, 119)","(103, 11)","(103, 21)","(14, 69)","(33, 133)","(103, 55)","(138, 137)","(59, 139)","(138, 42)","(64, 139)","(138, 21)","(47, 34)","(138, 88)","(103, 47)"
5,"(103, 161)","(68, 2)","(33, 18)","(33, 140)","(68, 139)","(111, 104)","(122, 139)","(33, 140)","(33, 128)","(118, 104)","(30, 34)","(103, 15)","(103, 74)","(0, 104)","(33, 158)","(148, 69)","(53, 69)","(3, 104)","(133, 104)","(103, 32)","(97, 34)","(33, 151)","(103, 44)","(67, 139)","(103, 107)","(138, 18)","(39, 104)","(138, 161)","(132, 69)","(83, 104)","(33, 73)","(63, 139)","(69, 69)","(33, 0)","(169, 69)","(57, 34)","(138, 120)","(103, 11)","(103, 22)","(15, 69)","(33, 133)","(103, 55)","(138, 138)","(58, 139)","(138, 43)","(62, 139)","(138, 22)","(48, 34)","(138, 90)","(103, 49)"
6,"(103, 163)","(68, 1)","(33, 17)","(33, 140)","(66, 139)","(110, 104)","(121, 139)","(33, 140)","(33, 127)","(116, 104)","(32, 34)","(103, 17)","(103, 73)","(0, 104)","(33, 157)","(150, 69)","(55, 69)","(3, 104)","(131, 104)","(103, 34)","(99, 34)","(33, 150)","(103, 44)","(66, 139)","(103, 107)","(138, 18)","(37, 104)","(138, 161)","(132, 69)","(85, 104)","(33, 73)","(62, 139)","(70, 69)","(33, 0)","(170, 69)","(58, 34)","(138, 120)","(103, 12)","(103, 22)","(16, 69)","(33, 132)","(103, 56)","(137, 139)","(58, 139)","(138, 45)","(62, 139)","(138, 23)","(49, 34)","(138, 92)","(103, 50)"
7,"(103, 164)","(68, 0)","(33, 16)","(33, 140)","(66, 139)","(109, 104)","(120, 139)","(33, 140)","(33, 126)","(115, 104)","(32, 34)","(103, 18)","(103, 71)","(0, 104)","(33, 156)","(151, 69)","(55, 69)","(3, 104)","(130, 104)","(103, 35)","(100, 34)","(33, 149)","(103, 45)","(66, 139)","(103, 108)","(138, 19)","(36, 104)","(138, 162)","(133, 69)","(86, 104)","(33, 72)","(62, 139)","(70, 69)","(33, 0)","(172, 69)","(60, 34)","(138, 121)","(103, 12)","(103, 23)","(17, 69)","(33, 130)","(103, 56)","(135, 139)","(57, 139)","(138, 46)","(61, 139)","(138, 23)","(51, 34)","(138, 93)","(103, 51)"
8,"(103, 165)","(68, 0)","(33, 15)","(33, 140)","(65, 139)","(108, 104)","(118, 139)","(33, 140)","(33, 125)","(114, 104)","(34, 34)","(103, 19)","(103, 69)","(0, 104)","(33, 154)","(152, 69)","(55, 69)","(3, 104)","(128, 104)","(103, 37)","(100, 34)","(33, 148)","(103, 45)","(66, 139)","(103, 108)","(138, 20)","(36, 104)","(138, 163)","(134, 69)","(87, 104)","(33, 70)","(62, 139)","(70, 69)","(33, 0)","(172, 69)","(62, 34)","(138, 123)","(103, 13)","(103, 24)","(19, 69)","(33, 130)","(103, 57)","(133, 139)","(57, 139)","(138, 47)","(61, 139)","(138, 24)","(52, 34)","(138, 94)","(103, 53)"
9,"(103, 166)","(68, 0)","(33, 15)","(33, 140)","(65, 139)","(106, 104)","(117, 139)","(33, 140)","(33, 124)","(114, 104)","(35, 34)","(103, 19)","(103, 70)","(0, 104)","(33, 154)","(153, 69)","(56, 69)","(3, 104)","(128, 104)","(103, 38)","(102, 34)","(33, 147)","(103, 46)","(65, 139)","(103, 108)","(138, 21)","(34, 104)","(138, 163)","(135, 69)","(88, 104)","(33, 68)","(61, 139)","(69, 69)","(33, 0)","(172, 69)","(62, 34)","(138, 124)","(103, 15)","(103, 25)","(21, 69)","(33, 129)","(103, 57)","(131, 139)","(56, 139)","(138, 49)","(61, 139)","(138, 25)","(54, 34)","(138, 95)","(103, 53)"
10,"(103, 166)","(68, 0)","(33, 14)","(33, 140)","(65, 139)","(105, 104)","(116, 139)","(33, 140)","(33, 124)","(113, 104)","(37, 34)","(103, 21)","(103, 69)","(0, 104)","(33, 153)","(154, 69)","(56, 69)","(3, 104)","(126, 104)","(103, 38)","(103, 34)","(33, 146)","(103, 47)","(65, 139)","(103, 109)","(138, 21)","(34, 102)","(138, 164)","(136, 69)","(90, 104)","(34, 67)","(60, 139)","(70, 69)","(33, 0)","(172, 69)","(63, 34)","(138, 124)","(103, 16)","(103, 26)","(21, 69)","(33, 128)","(103, 59)","(130, 139)","(55, 139)","(138, 51)","(61, 139)","(138, 26)","(55, 34)","(138, 96)","(103, 54)"
11,"(103, 168)","(68, 0)","(33, 12)","(33, 140)","(65, 139)","(104, 105)","(114, 139)","(33, 140)","(33, 123)","(112, 104)","(39, 34)","(103, 22)","(104, 70)","(0, 104)","(33, 152)","(154, 69)","(57, 69)","(3, 104)","(126, 104)","(103, 39)","(103, 35)","(33, 145)","(103, 48)","(64, 139)","(103, 111)","(138, 22)","(34, 100)","(138, 166)","(136, 69)","(91, 104)","(33, 66)","(59, 139)","(69, 68)","(33, 0)","(172, 69)","(63, 34)","(138, 125)","(103, 16)","(103, 26)","(22, 69)","(33, 127)","(103, 59)","(129, 139)","(54, 139)","(138, 51)","(61, 139)","(138, 26)","(55, 34)","(138, 98)","(103, 55)"
12,"(103, 169)","(68, 0)","(33, 12)","(33, 140)","(64, 139)","(103, 106)","(114, 139)","(33, 140)","(33, 123)","(111, 104)","(40, 34)","(103, 23)","(103, 70)","(0, 104)","(33, 152)","(155, 69)","(57, 69)","(3, 104)","(125, 104)","(103, 41)","(103, 36)","(33, 144)","(103, 48)","(62, 139)","(103, 112)","(138, 23)","(33, 99)","(138, 166)","(137, 69)","(92, 104)","(33, 66)","(57, 139)","(69, 66)","(33, 0)","(172, 69)","(65, 34)","(138, 127)","(103, 17)","(103, 28)","(23, 69)","(33, 127)","(103, 60)","(128, 139)","(53, 139)","(138, 53)","(61, 139)","(138, 28)","(57, 34)","(138, 100)","(103, 56)"
13,"(103, 171)","(68, 0)","(33, 11)","(33, 140)","(64, 139)","(103, 107)","(112, 139)","(33, 140)","(33, 122)","(109, 104)","(40, 34)","(103, 24)","(104, 69)","(0, 104)","(33, 151)","(155, 69)","(59, 69)","(3, 104)","(123, 104)","(103, 42)","(103, 38)","(33, 144)","(103, 50)","(61, 139)","(103, 114)","(138, 24)","(33, 99)","(138, 168)","(138, 69)","(93, 104)","(33, 66)","(57, 139)","(68, 65)","(33, 0)","(172, 69)","(65, 34)","(138, 129)","(103, 17)","(103, 28)","(25, 69)","(33, 126)","(103, 62)","(127, 139)","(51, 139)","(138, 53)","(61, 139)","(138, 30)","(59, 34)","(138, 100)","(103, 58)"
14,"(103, 172)","(68, 0)","(33, 10)","(33, 140)","(64, 139)","(103, 108)","(111, 139)","(33, 140)","(33, 121)","(108, 104)","(40, 34)","(103, 25)","(106, 69)","(0, 104)","(33, 150)","(156, 69)","(59, 69)","(3, 104)","(122, 104)","(103, 44)","(103, 39)","(33, 144)","(103, 51)","(61, 139)","(103, 115)","(138, 26)","(33, 98)","(138, 168)","(138, 70)","(93, 104)","(33, 64)","(56, 139)","(68, 64)","(33, 0)","(172, 69)","(67, 34)","(138, 130)","(103, 18)","(103, 30)","(25, 69)","(33, 125)","(103, 63)","(126, 139)","(50, 139)","(138, 53)","(60, 139)","(138, 30)","(60, 34)","(138, 100)","(103, 59)"
15,"(103, 172)","(68, 0)","(33, 10)","(33, 140)","(64, 139)","(103, 110)","(110, 139)","(33, 140)","(33, 119)","(108, 104)","(41, 34)","(103, 25)","(108, 69)","(0, 104)","(33, 148)","(156, 69)","(61, 69)","(3, 104)","(120, 104)","(103, 44)","(103, 40)","(33, 144)","(103, 51)","(60, 139)","(103, 115)","(138, 26)","(33, 97)","(138, 169)","(138, 71)","(93, 104)","(33, 63)","(56, 139)","(68, 64)","(33, 0)","(172, 69)","(68, 33)","(138, 130)","(103, 18)","(103, 30)","(26, 69)","(33, 124)","(103, 64)","(125, 139)","(49, 139)","(138, 53)","(60, 139)","(138, 30)","(61, 34)","(138, 101)","(103, 59)"
16,"(103, 172)","(68, 0)","(33, 8)","(33, 140)","(64, 139)","(103, 111)","(110, 139)","(33, 140)","(33, 119)","(107, 104)","(42, 34)","(103, 26)","(109, 69)","(0, 104)","(33, 148)","(157, 69)","(62, 69)","(3, 104)","(119, 104)","(103, 45)","(103, 41)","(33, 144)","(103, 53)","(60, 139)","(103, 116)","(138, 26)","(33, 96)","(138, 170)","(138, 72)","(93, 104)","(33, 62)","(56, 139)","(68, 63)","(33, 0)","(172, 69)","(68, 32)","(138, 132)","(103, 18)","(103, 30)","(27, 69)","(33, 124)","(103, 65)","(124, 139)","(47, 139)","(138, 54)","(60, 139)","(138, 30)","(62, 34)","(138, 102)","(103, 60)"
17,"(103, 172)","(68, 0)","(33, 7)","(33, 140)","(64, 139)","(103, 112)","(108, 139)","(33, 140)","(33, 117)","(106, 104)","(42, 34)","(103, 26)","(110, 69)","(0, 104)","(33, 148)","(158, 69)","(63, 69)","(3, 104)","(118, 104)","(103, 47)","(103, 41)","(33, 144)","(103, 53)","(60, 139)","(103, 118)","(138, 26)","(33, 95)","(138, 171)","(138, 73)","(95, 104)","(33, 61)","(55, 139)","(68, 63)","(33, 0)","(172, 69)","(68, 31)","(138, 132)","(103, 19)","(103, 31)","(28, 69)","(33, 122)","(103, 67)","(122, 139)","(46, 139)","(138, 55)","(59, 139)","(138, 32)","(63, 34)","(137, 103)","(103, 61)"
18,"(103, 172)","(68, 0)","(33, 5)","(33, 140)","(63, 139)","(103, 113)","(107, 139)","(33, 140)","(33, 117)","(104, 104)","(43, 34)","(103, 27)","(111, 69)","(0, 104)","(33, 148)","(160, 69)","(65, 69)","(3, 104)","(118, 104)","(103, 48)","(103, 43)","(33, 144)","(103, 55)","(60, 139)","(103, 119)","(138, 28)","(33, 95)","(138, 171)","(138, 73)","(95, 104)","(33, 60)","(53, 139)","(68, 61)","(33, 0)","(172, 69)","(68, 29)","(138, 134)","(103, 20)","(103, 32)","(29, 69)","(33, 122)","(103, 69)","(120, 139)","(44, 139)","(138, 55)","(59, 139)","(138, 33)","(63, 34)","(136, 104)","(103, 63)"
19,"(103, 172)","(68, 0)","(33, 4)","(33, 140)","(63, 139)","(103, 114)","(105, 139)","(33, 140)","(33, 116)","(104, 106)","(45, 34)","(103, 28)","(112, 69)","(0, 104)","(33, 148)","(162, 69)","(65, 69)","(3, 104)","(117, 104)","(103, 49)","(103, 43)","(33, 144)","(103, 55)","(60, 139)","(103, 121)","(138, 29)","(33, 94)","(138, 172)","(138, 75)","(97, 104)","(33, 58)","(53, 139)","(68, 61)","(33, 0)","(172, 69)","(68, 27)","(138, 134)","(103, 21)","(103, 32)","(30, 69)","(33, 121)","(103, 70)","(118, 139)","(43, 139)","(138, 56)","(58, 139)","(139, 34)","(64, 34)","(135, 104)","(103, 63)"
20,"(103, 172)","(68, 0)","(33, 4)","(33, 140)","(62, 139)","(103, 115)","(105, 139)","(33, 140)","(33, 116)","(103, 106)","(45, 34)","(103, 28)","(113, 69)","(0, 104)","(33, 148)","(163, 69)","(65, 69)","(3, 104)","(115, 104)","(103, 49)","(103, 43)","(33, 144)","(103, 56)","(60, 139)","(103, 123)","(138, 30)","(33, 94)","(138, 172)","(138, 75)","(98, 104)","(33, 58)","(52, 139)","(68, 61)","(33, 0)","(172, 69)","(68, 27)","(138, 135)","(103, 23)","(104, 33)","(30, 69)","(33, 121)","(103, 70)","(117, 139)","(43, 139)","(138, 57)","(57, 139)","(141, 34)","(66, 34)","(133, 104)","(103, 63)"
21,"(103, 172)","(68, 0)","(33, 4)","(33, 140)","(61, 139)","(103, 116)","(104, 140)","(33, 140)","(33, 116)","(103, 106)","(45, 34)","(103, 29)","(115, 69)","(0, 104)","(33, 148)","(164, 69)","(66, 69)","(3, 104)","(114, 104)","(103, 51)","(103, 43)","(33, 144)","(103, 57)","(60, 139)","(103, 125)","(138, 31)","(33, 93)","(138, 172)","(138, 76)","(99, 104)","(33, 56)","(52, 139)","(68, 61)","(33, 0)","(172, 69)","(68, 27)","(138, 137)","(103, 24)","(105, 34)","(31, 69)","(33, 121)","(103, 70)","(116, 139)","(41, 139)","(138, 57)","(56, 139)","(143, 34)","(68, 34)","(132, 104)","(103, 64)"
22,"(103, 172)","(68, 0)","(33, 4)","(33, 140)","(60, 139)","(103, 117)","(103, 141)","(33, 140)","(33, 115)","(103, 106)","(47, 34)","(103, 29)","(115, 69)","(0, 104)","(33, 148)","(165, 69)","(68, 69)","(3, 104)","(113, 104)","(103, 51)","(103, 45)","(33, 144)","(103, 59)","(60, 139)","(103, 126)","(138, 32)","(33, 92)","(138, 172)","(138, 77)","(99, 104)","(33, 55)","(52, 139)","(68, 60)","(33, 0)","(172, 69)","(68, 26)","(138, 137)","(103, 25)","(106, 34)","(32, 69)","(33, 120)","(104, 69)","(114, 139)","(39, 139)","(138, 59)","(56, 139)","(144, 34)","(69, 33)","(131, 104)","(103, 66)"
23,"(103, 172)","(68, 0)","(33, 4)","(33, 140)","(60, 139)","(103, 119)","(103, 143)","(33, 140)","(33, 114)","(103, 107)","(48, 34)","(103, 30)","(115, 69)","(0, 104)","(33, 148)","(165, 69)","(68, 67)","(3, 104)","(112, 104)","(103, 52)","(103, 46)","(33, 144)","(103, 59)","(60, 139)","(103, 128)","(138, 32)","(33, 92)","(138, 172)","(138, 77)","(100, 104)","(33, 54)","(51, 139)","(68, 59)","(33, 0)","(172, 69)","(68, 24)","(138, 139)","(103, 25)","(108, 34)","(33, 69)","(33, 119)","(105, 69)","(113, 139)","(38, 139)","(138, 59)","(56, 139)","(146, 34)","(71, 33)","(130, 104)","(103, 67)"
24,"(103, 172)","(68, 0)","(33, 4)","(33, 140)","(60, 139)","(103, 121)","(103, 144)","(33, 140)","(33, 112)","(103, 109)","(49, 34)","(103, 31)","(116, 69)","(0, 104)","(33, 148)","(166, 69)","(68, 66)","(3, 104)","(111, 104)","(103, 53)","(103, 47)","(33, 144)","(103, 61)","(60, 139)","(103, 129)","(139, 33)","(33, 91)","(138, 172)","(138, 78)","(101, 104)","(33, 53)","(50, 139)","(68, 57)","(33, 0)","(172, 69)","(68, 22)","(138, 140)","(103, 27)","(109, 34)","(35, 69)","(33, 117)","(106, 69)","(113, 139)","(37, 139)","(138, 60)","(54, 139)","(146, 34)","(73, 33)","(129, 104)","(102, 68)"
25,"(103, 172)","(68, 0)","(33, 4)","(33, 140)","(60, 139)","(103, 121)","(103, 145)","(33, 140)","(33, 111)","(103, 110)","(49, 34)","(103, 32)","(116, 69)","(0, 104)","(33, 148)","(168, 69)","(68, 65)","(3, 104)","(111, 104)","(103, 54)","(103, 47)","(33, 144)","(103, 62)","(59, 139)","(103, 130)","(141, 33)","(33, 91)","(138, 172)","(138, 79)","(102, 104)","(33, 52)","(49, 139)","(68, 56)","(33, 0)","(172, 69)","(68, 21)","(138, 141)","(103, 27)","(110, 34)","(35, 69)","(33, 117)","(107, 69)","(112, 139)","(37, 139)","(138, 61)","(54, 139)","(147, 34)","(73, 34)","(128, 104)","(102, 69)"
26,"(103, 172)","(68, 0)","(33, 4)","(33, 140)","(59, 139)","(103, 121)","(103, 147)","(33, 140)","(33, 110)","(103, 112)","(50, 34)","(103, 33)","(118, 69)","(0, 104)","(33, 148)","(168, 69)","(68, 64)","(3, 104)","(110, 104)","(103, 55)","(103, 47)","(33, 144)","(103, 63)","(58, 139)","(103, 132)","(142, 34)","(33, 91)","(138, 172)","(138, 80)","(103, 104)","(33, 51)","(48, 139)","(68, 55)","(33, 0)","(172, 69)","(68, 20)","(138, 142)","(103, 27)","(110, 34)","(37, 69)","(33, 117)","(108, 69)","(111, 139)","(36, 139)","(138, 62)","(52, 139)","(147, 34)","(73, 34)","(126, 104)","(100, 69)"
27,"(103, 172)","(68, 0)","(33, 4)","(33, 140)","(59, 139)","(103, 123)","(103, 148)","(33, 140)","(33, 109)","(103, 113)","(51, 34)","(105, 33)","(119, 69)","(0, 104)","(33, 148)","(169, 69)","(68, 63)","(3, 104)","(110, 104)","(103, 56)","(103, 49)","(33, 144)","(103, 63)","(58, 139)","(103, 133)","(143, 34)","(33, 91)","(138, 172)","(138, 82)","(102, 104)","(33, 50)","(46, 139)","(68, 54)","(33, 0)","(172, 69)","(68, 18)","(138, 144)","(103, 27)","(112, 34)","(38, 69)","(33, 116)","(109, 69)","(111, 139)","(35, 139)","(138, 64)","(51, 139)","(149, 34)","(73, 34)","(126, 104)","(99, 69)"
28,"(103, 172)","(68, 0)","(33, 4)","(33, 140)","(59, 139)","(103, 124)","(103, 149)","(33, 140)","(33, 109)","(103, 115)","(51, 34)","(106, 34)","(120, 69)","(0, 104)","(33, 148)","(171, 69)","(68, 61)","(3, 104)","(108, 104)","(103, 57)","(103, 50)","(33, 144)","(103, 64)","(57, 139)","(103, 135)","(144, 34)","(33, 90)","(138, 172)","(138, 82)","(102, 104)","(33, 50)","(46, 139)","(68, 52)","(33, 0)","(172, 69)","(68, 16)","(138, 145)","(103, 27)","(112, 34)","(39, 69)","(33, 114)","(110, 69)","(109, 139)","(34, 139)","(138, 65)","(51, 139)","(149, 34)","(74, 34)","(126, 104)","(98, 69)"
29,"(103, 172)","(68, 0)","(33, 4)","(33, 140)","(59, 139)","(103, 126)","(103, 150)","(33, 140)","(33, 108)","(103, 117)","(53, 34)","(106, 34)","(122, 69)","(0, 104)","(33, 148)","(172, 69)","(68, 61)","(3, 104)","(107, 104)","(103, 57)","(103, 50)","(33, 144)","(103, 64)","(55, 139)","(103, 135)","(145, 34)","(33, 90)","(138, 172)","(138, 83)","(103, 105)","(33, 48)","(45, 139)","(68, 51)","(33, 0)","(172, 69)","(68, 14)","(138, 146)","(103, 28)","(114, 34)","(40, 69)","(33, 112)","(111, 69)","(108, 139)","(34, 137)","(138, 67)","(50, 139)","(149, 34)","(74, 34)","(125, 104)","(96, 69)"
30,"(103, 172)","(68, 0)","(33, 4)","(33, 140)","(59, 139)","(103, 127)","(103, 151)","(33, 140)","(33, 107)","(103, 118)","(53, 34)","(106, 34)","(124, 69)","(0, 104)","(33, 148)","(172, 69)","(68, 60)","(3, 104)","(105, 104)","(103, 58)","(103, 50)","(33, 144)","(103, 65)","(54, 139)","(103, 136)","(146, 34)","(33, 89)","(138, 172)","(138, 83)","(103, 106)","(33, 47)","(44, 139)","(68, 50)","(33, 0)","(172, 69)","(68, 14)","(138, 147)","(103, 28)","(115, 34)","(41, 69)","(33, 112)","(111, 69)","(107, 139)","(33, 136)","(139, 68)","(50, 139)","(150, 34)","(75, 34)","(124, 104)","(96, 69)"
31,"(103, 172)","(68, 0)","(33, 4)","(33, 140)","(58, 139)","(103, 128)","(103, 151)","(33, 139)","(33, 107)","(103, 119)","(54, 34)","(106, 34)","(125, 69)","(0, 104)","(33, 148)","(172, 69)","(68, 58)","(3, 104)","(103, 104)","(103, 59)","(103, 50)","(33, 144)","(103, 67)","(54, 139)","(103, 138)","(146, 34)","(33, 88)","(138, 172)","(138, 84)","(103, 108)","(33, 46)","(43, 139)","(68, 50)","(33, 0)","(172, 69)","(68, 13)","(138, 148)","(103, 29)","(115, 34)","(43, 69)","(33, 111)","(112, 69)","(107, 139)","(33, 135)","(139, 70)","(50, 139)","(151, 34)","(77, 34)","(124, 104)","(94, 69)"
32,"(103, 172)","(68, 0)","(33, 4)","(33, 139)","(58, 139)","(103, 129)","(103, 152)","(33, 139)","(33, 107)","(103, 120)","(54, 34)","(107, 34)","(127, 69)","(0, 104)","(33, 148)","(172, 69)","(68, 57)","(3, 104)","(103, 104)","(103, 60)","(103, 52)","(33, 143)","(103, 68)","(53, 139)","(102, 139)","(148, 34)","(33, 87)","(138, 172)","(138, 85)","(103, 108)","(33, 44)","(42, 139)","(68, 48)","(33, 0)","(172, 69)","(68, 12)","(138, 149)","(103, 29)","(116, 34)","(44, 69)","(33, 111)","(114, 69)","(106, 139)","(33, 133)","(138, 70)","(49, 139)","(152, 34)","(78, 34)","(123, 104)","(93, 69)"
33,"(103, 172)","(68, 0)","(33, 4)","(32, 138)","(57, 139)","(103, 130)","(103, 153)","(31, 139)","(33, 107)","(103, 121)","(54, 34)","(108, 34)","(129, 69)","(0, 104)","(33, 148)","(172, 69)","(68, 57)","(3, 104)","(103, 104)","(103, 62)","(103, 54)","(33, 143)","(103, 70)","(53, 139)","(101, 139)","(149, 34)","(33, 85)","(138, 172)","(138, 86)","(103, 110)","(33, 44)","(41, 139)","(68, 48)","(33, 0)","(172, 69)","(68, 11)","(138, 150)","(103, 30)","(117, 34)","(45, 69)","(33, 111)","(114, 69)","(105, 139)","(33, 133)","(138, 72)","(48, 139)","(153, 34)","(79, 34)","(121, 104)","(92, 69)"
34,"(103, 172)","(68, 0)","(33, 4)","(30, 138)","(56, 139)","(103, 131)","(103, 154)","(30, 139)","(33, 105)","(103, 121)","(56, 34)","(108, 34)","(131, 69)","(0, 104)","(33, 147)","(172, 69)","(68, 55)","(3, 104)","(103, 104)","(103, 62)","(103, 55)","(33, 143)","(103, 70)","(52, 139)","(100, 139)","(150, 34)","(33, 83)","(138, 172)","(138, 87)","(103, 110)","(33, 42)","(40, 139)","(68, 46)","(33, 0)","(172, 69)","(68, 10)","(138, 150)","(103, 31)","(117, 34)","(46, 69)","(33, 110)","(114, 69)","(105, 139)","(33, 133)","(138, 74)","(47, 139)","(154, 34)","(80, 34)","(119, 104)","(91, 69)"
35,"(103, 172)","(68, 0)","(33, 4)","(28, 138)","(56, 139)","(103, 133)","(103, 155)","(30, 139)","(32, 104)","(103, 122)","(57, 34)","(110, 34)","(131, 69)","(0, 104)","(33, 147)","(172, 69)","(68, 55)","(3, 104)","(103, 105)","(103, 63)","(103, 55)","(33, 143)","(103, 70)","(52, 139)","(99, 139)","(152, 34)","(33, 83)","(138, 172)","(138, 88)","(103, 110)","(33, 40)","(40, 139)","(68, 46)","(33, 0)","(172, 69)","(68, 9)","(138, 152)","(103, 33)","(118, 34)","(46, 69)","(33, 109)","(115, 69)","(104, 140)","(33, 133)","(138, 74)","(45, 139)","(154, 34)","(81, 34)","(117, 104)","(91, 69)"
36,"(103, 172)","(68, 0)","(33, 4)","(27, 139)","(56, 139)","(103, 134)","(103, 156)","(29, 139)","(31, 104)","(103, 124)","(58, 34)","(110, 34)","(132, 69)","(0, 104)","(33, 146)","(172, 69)","(68, 53)","(3, 104)","(103, 106)","(103, 64)","(103, 55)","(33, 141)","(103, 69)","(51, 139)","(97, 139)","(152, 34)","(33, 82)","(138, 172)","(138, 88)","(103, 110)","(33, 40)","(39, 139)","(68, 44)","(33, 0)","(172, 69)","(68, 9)","(138, 154)","(104, 34)","(119, 34)","(46, 69)","(33, 107)","(116, 69)","(104, 142)","(33, 132)","(138, 74)","(45, 139)","(156, 34)","(83, 34)","(116, 104)","(89, 69)"
37,"(103, 172)","(68, 0)","(33, 4)","(26, 139)","(55, 139)","(103, 134)","(103, 157)","(29, 139)","(31, 104)","(103, 126)","(59, 34)","(111, 34)","(134, 69)","(0, 104)","(33, 146)","(172, 69)","(68, 51)","(3, 104)","(103, 106)","(103, 65)","(103, 57)","(33, 139)","(103, 70)","(50, 139)","(96, 139)","(152, 34)","(33, 81)","(138, 172)","(138, 89)","(103, 111)","(33, 38)","(39, 139)","(68, 42)","(33, 0)","(172, 69)","(68, 9)","(138, 154)","(106, 34)","(120, 34)","(48, 69)","(33, 106)","(117, 69)","(103, 143)","(33, 130)","(138, 74)","(44, 139)","(157, 34)","(83, 34)","(115, 104)","(88, 69)"
38,"(103, 172)","(68, 0)","(33, 4)","(25, 139)","(54, 139)","(103, 135)","(103, 158)","(29, 139)","(30, 104)","(103, 128)","(60, 34)","(112, 34)","(135, 69)","(0, 104)","(33, 145)","(172, 69)","(68, 51)","(3, 104)","(103, 107)","(103, 66)","(103, 58)","(33, 139)","(103, 70)","(48, 139)","(96, 139)","(152, 34)","(33, 80)","(138, 172)","(138, 90)","(103, 111)","(33, 37)","(37, 139)","(68, 40)","(33, 0)","(172, 69)","(68, 7)","(138, 156)","(107, 34)","(121, 34)","(49, 69)","(33, 106)","(119, 69)","(103, 143)","(33, 130)","(138, 75)","(44, 139)","(158, 34)","(85, 34)","(114, 104)","(86, 69)"
